,text,title
2303,我想了解明天邢台的紫外线情况,Weather-Query
2304,今晚7点10分山东农科将要播放什么节目帮我看下,TVProgram-Play
2305,我想看一个去年上线的悬疑剧呢,FilmTele-Play
2306,张柏芝胞弟与孙祖杨现身英皇总部东洋味十足,FilmTele-Play
2307,请循环收听王浩主持的电影天堂,Radio-Listen
2308,钱钟书有个小说叫围城的放来听,Audio-Play
2309,长江周边正常的湿气指数是多少,Weather-Query
2310,有搞笑的宠物视频吗想看下,Video-Play
2311,你像小孩的样子好可爱的我喜欢嘿嘿,Music-Play
2312,我要看赵丽颖和金瀚演的那个你和我的倾城时光,FilmTele-Play
2313,是否能续播一下那个玄幻剧,FilmTele-Play
2314,气温下降的厉害，调大电火炉的温度。,Weather-Query
2315,杨坤履行抗抑郁大使职责北大提供心理咨询图,Other
2316,播放蔡依林的日不落,Music-Play
2317,我还想看80年代的科幻电影,FilmTele-Play
2318,给我吧空调风速降到一格,HomeAppliance-Control
2319,你可以给我定一个明天5:10的闹钟吗,Alarm-Update
2320,给我放一个高桥留美子的日本动漫片剪辑版视频,Video-Play
2321,日本电影版火影忍者我想看。,FilmTele-Play
2322,请给我播放雪梅这首古诗,Music-Play
2323,我想开窗换气,FilmTele-Play
2324,看一下能不能订三张明天早上飞南宁的商务舱机票,Travel-Query
2325,能不能订三张明天早上飞重庆的经济舱,Travel-Query
2326,汪苏泷专辑克制凶猛顺序播放一下啊,Music-Play
2327,夜半更深对朗月几多愁难入眠想找一个聊天谈话的电话,FilmTele-Play
2328,2020年最火的古典音乐来一首吧,Music-Play
2329,我要听普希金的渔夫和金鱼的故事的英文版的,Audio-Play
2330,13点有深圳始发去汕头的长途车不,Travel-Query
2331,我还不知道发往淮安的大巴明天有没有票呢,Travel-Query
2332,想听听90年代邓丽君的歌曲,Music-Play
2333,搜一下美国DC系列的神奇女侠,FilmTele-Play
2334,收听北京交通广播的行走天下,Radio-Listen
2335,查一下回妈妈家的步行路线,Travel-Query
2336,我想看电视剧频道播出的我的仨妈俩爸查看一下往期视频,Video-Play
2337,想看特别关注，麻烦给我打开新闻吧,TVProgram-Play
2338,循环播放郭德纲的相声笑到不行给我听,Audio-Play
2339,再找下到电子商贸学校的路,Travel-Query
2340,帮我转到贵州卫视看看有什么节目吧,TVProgram-Play
2341,我想听故事萤火虫对星星说循环播放,Audio-Play
2342,哪些小窍门使身上的蚊虫疤痕轻松去除,Music-Play
2343,后天是农历几月几日,Calendar-Query
2344,今年的新年除夕是星期几,Calendar-Query
2345,农历的什么时候是立秋,Calendar-Query
2346,我妈比较喜欢看冯巩的小品，随机播放一个出来吧,Video-Play
2347,我想听英文版的最后的珠子这个故事,Audio-Play
2348,帮我设定一个今天上午9点30分陪妈妈看戏的闹钟。,Alarm-Update
2349,合肥市现在已经开始下雪了但我这还没下,Other
2350,几月几号是成人节,Calendar-Query
2351,一泰坦尼克号一八四二八七九九五五,FilmTele-Play
2352,浴霸切换到暖风模式可以吗,HomeAppliance-Control
2353,过两天太原的空气质量是多少呢,Weather-Query
2354,快给放威廉豪夫的故事商队来听,Audio-Play
2355,小年是什么时候,Calendar-Query
2356,现在给我设一个明天14:30的闹铃,Alarm-Update
2357,准备将食物放着等会再吃，帮我切换到蒸烤箱的保温功能行么,HomeAppliance-Control
2358,我想知道世界战史这个节目是在哪个频道播出的,TVProgram-Play
2359,给我找出来刘兰芳讲的岳飞传听听,Audio-Play
2360,咸猪手事件升级官恩娜及无线台再曝新丑闻图,Video-Play
2361,给我回放2018年在俄罗斯举行的世界杯,Video-Play
2362,随机放一个古装电视剧里的歌曲吧,Music-Play
2363,说我没有接到他的电话,Other
2364,一二月三日晚上起高璇就发表了十几条关于编剧署名维权的微博,Alarm-Update
2365,北京卫视5月23的午间节目有哪些,TVProgram-Play
2366,能不能看看安庆开过来的客车是几点呢,Travel-Query
2367,16点的正点财经正在直播中点击播放,Radio-Listen
2368,麻烦帮我找下中国戏剧广播里的秦腔节目按节目列表顺序播放,Radio-Listen
2369,韩寒的经营之道就是正版签名,Radio-Listen
2370,随便收听一个经济类新闻的电台吧,Radio-Listen
2371,律师认为检方涉嫌程序违法,FilmTele-Play
2372,现在续播黑山老妖小说的第十二章,Audio-Play
2373,张元这既是一种现实也是不现实,Calendar-Query
2374,林俊杰的专辑对的时间点播放,Music-Play
2375,王者荣耀的打野专场有吗，我想看,Video-Play
2376,我要听白杰的先听为快帮我调下,Radio-Listen
2377,我现在要听北京文艺广播的空中笑林,Radio-Listen
2378,去年上的那个美国电视剧现在播一下,FilmTele-Play
2379,不知道今晚的中央四有什么节目看，帮我看下,TVProgram-Play
2380,能不能帮我建一个今天下午5点去买旗袍的提醒,Alarm-Update
2381,空调暖风再往低调一下,HomeAppliance-Control
2382,厦门空气质量怎么样,Weather-Query
2383,请回答我重庆飞上海的飞机起飞了吗,Travel-Query
2384,我想把你的名字改成贝贝,FilmTele-Play
2385,江苏卫视的时代问答帮我重新播放一次,Radio-Listen
2386,16点你记得通知我洗头,Alarm-Update
2387,我想看CCTV1星光大道的往期节目,Video-Play
2388,我需要制定一个周五上午9点半面试的闹钟。,Alarm-Update
2389,放一下高尔基的小说童年,Audio-Play
2390,打电话二零五八五零零,Other
2391,告我一下大连未来三天有没有大风,Weather-Query
2392,再放一首鞠婧祎的过去完成时,Music-Play
2393,今天中午更新的心动的信号找一下来看这综艺还挺好看的,Video-Play
2394,十点半的环球综艺有什么综艺看,TVProgram-Play
2395,打算怎么过这个年啊小李他们好像不回去,FilmTele-Play
2396,查询播放新疆一周的室外气温,Weather-Query
2397,我想十分钟之后听首张小斐的萱草花,Music-Play
2398,今天上午10点我要去超市，帮我设置一下,Alarm-Update
2399,你平时都有什么爱好啊,Other
2400,今天的中国城市报道是不是五点帮我看下,TVProgram-Play
2401,随便播放一首英文歌,Music-Play
2402,李冰冰和吴尊演的谜巢看一下,FilmTele-Play
2403,播放美国NBA球赛,Video-Play
2404,帮我把洗衣机设置为智能洗模式好吧,HomeAppliance-Control
2405,李淼工作连轴转多栖才艺露锋芒图,Other
2406,银行休假日是哪天,Calendar-Query
2407,随便播放一个法语歌,FilmTele-Play
2408,我想知道三亚八月紫外线指数是不是很高。,Weather-Query
2409,昨天的电影台播的逗吧逗把街我没看到想再播放一下,Video-Play
2410,10点的闹钟延迟10分钟后再响,Alarm-Update
2411,大秀肌肉的同时也展示了他性格中男性粗犷的一面,FilmTele-Play
2412,晒懂事钟镇涛五岁女儿催婚,FilmTele-Play
2413,挨着个儿播放华语专辑死不回头里的歌曲,Music-Play
2414,6月23日是星期几？,Calendar-Query
2415,苏瑞每次出街必引起轰动照片总是被粉丝们争先恐后地转载,FilmTele-Play
2416,一站到底还在江苏卫视播吗帮我看下,TVProgram-Play
2417,快查询青岛飞深圳的飞机起飞了吗,Travel-Query
2418,她到底是一个怎样的女人晨报记者就此为你揭开谜底,FilmTele-Play
2419,调到荆州音乐广播，频率十一点零三,Radio-Listen
2420,我是说附近最近的夜店,Travel-Query
2421,我不为我个人为了行业的尊严我决定放弃这个奖项,Other
2422,请播放鲁宾逊漂流记的俄语版小说,Audio-Play
2423,能给我来一个频率是九七点二的天津人民广播电台新闻台吗,Radio-Listen
2424,每天她都会和准新郎通电话聊天但新郎从不为关于婚礼的问题烦她,Other
2425,明天台湾有雨吗,Weather-Query
2426,播放一下宗涛在福建新闻广播的节目,Radio-Listen
2427,端午节是几月几号呀,Calendar-Query
2428,客厅的空调温度改到最高,HomeAppliance-Control
2429,9月1号是农历几月几号,Calendar-Query
2430,可以帮我把台灯打开吗,HomeAppliance-Control
2431,谢天华贴心地帮太太拎包充当护花使者,FilmTele-Play
2432,我需要听白敬亭的不加糖,Music-Play
2433,请你给我设置一个大后天早上10点15分去纹眉的闹钟。,Alarm-Update
2434,上期第二战场-2019-15在国防军事查看一下,Video-Play
2435,我们会在明天九点到车站集合准备出发今晚把东西整理一下好好休息,Travel-Query
2436,我今天看的那个毒液继续播放一下可以吗,FilmTele-Play
2437,有网友评价郭师傅真做大师傅了,Other
2438,帮助我看看去往北海的客车哪天有票呢,Travel-Query
2439,我想看会电视，可以帮我打开不呢,HomeAppliance-Control
2440,能帮我调小些健身房的空调风速吗,HomeAppliance-Control
2441,快给我一条坐公交去医院的路线,Travel-Query
2442,航空煤油出厂价同时下调,FilmTele-Play
2443,其实另类是别人说的我觉得我现在特别正常,Other
2444,给我把温度调高,HomeAppliance-Control
2445,4月22号的王者荣耀竞技赛视频给我回放一下,Video-Play
2446,从上海出发去苏州高铁多久？,Travel-Query
2447,警方现正调查初步判定为自杀,FilmTele-Play
2448,请帮我设好一个后天上午8点去拍全家福的提醒。,Alarm-Update
2449,烦请帮忙把4月24号的提醒改到5月24号提醒,Alarm-Update
2450,能给我单曲循环一首民谣吗,Music-Play
2451,通灵妃的有声漫画帮我播一下,Video-Play
2452,黄冈10号到益阳的汽车票查查,Travel-Query
2453,能否帮我打开取暖器呀,HomeAppliance-Control
2454,最近一周南京的空气质量怎么样,Weather-Query
2455,帮我报一下中国的阴历4月20是哪一天呢,Calendar-Query
2456,热血的有声漫画播一个给我,Other
2457,80年代香港的犯罪电影找一个看一看,FilmTele-Play
2458,CCTV3播出的文化十分往期视频回放一下,TVProgram-Play
2459,江苏等地为晴天吗,Weather-Query
2460,一个人在外面注意安全,FilmTele-Play
2461,香港的电视剧逆天奇案拍摄花絮播放出来,Video-Play
2462,全集家庭剧小舍得播放可以吗,FilmTele-Play
2463,放冯巩的春晚小品还钱我想听,Video-Play
2464,帮我播放一下上海新闻广播十万个为什么,Radio-Listen
2465,礼拜几是6月的12日,Calendar-Query
2466,查询一下卧室温度,HomeAppliance-Control
2467,能不能查下日历前天的农历是多少呀,Calendar-Query
2468,南方周末到现在你最多被问到的应该是太阳照常升起吧,FilmTele-Play
2469,想我了没问号宝贝句号,FilmTele-Play
2470,我需要收听富渍主持的回忆杀,Radio-Listen
2471,今天播放量最高的治愈系歌曲来一首吧,Music-Play
2472,播放恰好是少年王俊凯参加的,Video-Play
2473,河北到江西有多远啊看下路线,Travel-Query
2474,帮我设置凌晨1点给孩子喂奶的闹钟,Alarm-Update
2475,我想知道大前天是什么节日啊,Calendar-Query
2476,对你感觉挺好的期待与你相识,FilmTele-Play
2477,后来数据监测显示收视率甚至超过黄金时间节目,Radio-Listen
2478,有点儿想看旭旭宝宝的买东西的直播给我找一下那个台,Video-Play
2479,那个情景喜剧继续给我看一会吧,FilmTele-Play
2480,我想知道郴州到衡阳的导航路线有几种方式。,Travel-Query
2481,是不是可以给我播放一下2020年的由晓光主持的音乐之声吗,Radio-Listen
2482,我要听斯蒂芬金的恐怖小说黑暗的另一半,Audio-Play
2483,让他一夜之间从武汉变成金马奖最佳新人,FilmTele-Play
2484,作者是priest的广播剧播放一个给我,Audio-Play
2485,是不是能来一首90年代的舞曲啊,Music-Play
2486,回看国防军事国防微视频-军歌嘹亮-青春迷彩谣,Video-Play
2487,夜神月的教程视频给我找一个,Video-Play
2488,所以嘱咐一下同行们同时也嘱咐一下我自己酒就不要再多喝了,Other
2489,播放一个朴宝英主演的电视剧的拍摄花絮,Video-Play
2490,点一首90年代人都爱听的民谣,Music-Play
2491,我要听百年孤独的英文版小说,Audio-Play
2492,搜索一下4月11日是阴历多少啊,Calendar-Query
2493,今年的小暑是农历的哪天,Calendar-Query
2494,麻烦请帮我设置一个周末早上9点去发传单的闹钟。,Alarm-Update
2495,我很确定我就只能听中央人民广播电台的音乐之声,Radio-Listen
2496,帮我查一下今年的春节是几月几日,Calendar-Query
2497,5月5号不要忘了提醒我去104要账,Alarm-Update
2498,我希望世界末日是真的,Calendar-Query
2499,查询然后给我订几张去齐齐哈尔的机票,Travel-Query
2500,一三四九字文案感动张国立,FilmTele-Play
2501,推送下今天河南卫视的电视剧,TVProgram-Play
2502,古典音乐列表随机播放吧,Music-Play
2503,找出泰国言情剧麻雀变凤凰播放,FilmTele-Play
2504,我想要知晓2021年的国庆节是星期四不是,Calendar-Query
2505,给我播放法国长篇小说悲惨世界的日文版,Audio-Play
2506,我要看鬼畜剧场里的全明星手术室,Video-Play
2507,频率是八八点三的高明电台继续给我收听可以吗,Radio-Listen
2508,我们之间不能以虚相对那样她就会被曝光,Other
2509,广播剧AWM第一季第三集帮我播一下,FilmTele-Play
2510,继续上窥探这个剧,FilmTele-Play
2511,请循环给播一下忠实的朋友这个故事,Audio-Play
2512,我侄女想看公共台昨天播放过的战魂,TVProgram-Play
2513,七星彩这周奖金多少钱,Weather-Query
2514,唐嫣做客的电台节目立刻播放一下呢,Radio-Listen
2515,找一个治愈歌单顺序播放一下呢,Music-Play
2516,立刻找出来iPad Pro的测评视频,Video-Play
2517,明天平潭空气质量怎么样,Weather-Query
2518,正在直播的世界斯诺克锦标赛快帮我调到,TVProgram-Play
2519,国产动漫斗罗大陆帮我找出来,Video-Play
2520,查询明早乌镇会降水吗,Weather-Query
2521,听音乐台的话帮我找河南音乐广播,Radio-Listen
2522,好久不看成龙主演的作品了，就看神话吧,FilmTele-Play
2523,你都有一些什么功能啊,Other
2524,帮我打开收音机，我想听下新闻,HomeAppliance-Control
2525,空调调高到28,HomeAppliance-Control
2526,给我循环播放一下杜甫的绝句,Music-Play
2527,我现在就想把冰箱设置到零下五度,HomeAppliance-Control
2528,我要听王一博的年少心事,Music-Play
2529,网友评点徐克的影视套拍好不热闹但从播出情况看似乎反响都平平,FilmTele-Play
2530,明天上午的闹钟建立一下,Alarm-Update
2531,帮我回放国防军事频道兵器面面观-2021-90节目,TVProgram-Play
2532,等会听春晚小品循环播放一下2020年闫妮的快乐其实很简单,Music-Play
2533,打开上午十点的好享购物,Radio-Listen
2534,大理室内空气质量是良好吗,Weather-Query
2535,建筑学概论已于一零月二五日开拍拍摄地选为首尔与济州岛,FilmTele-Play
2536,搞笑类的有声漫画给我播一个,Video-Play
2537,继续播放快乐星球的第10集之后的剧集,FilmTele-Play
2538,国内哪些大学有韩语专业,FilmTele-Play
2539,2月14号情人节是农历的哪天,Calendar-Query
2540,现在请给我循环播放十二生肖的故事英文版,Audio-Play
2541,有声的紫襟说的悬疑的小说帮我播一下,Radio-Listen
2542,能不能快点儿给我调高空调湿度,HomeAppliance-Control
2543,麻烦随便给我放一个鬼畜视频在哔哩哔哩上找,Video-Play
2544,去往拉萨的普快今天有票没有啊,Travel-Query
2545,播放老友记的有声小说,Audio-Play
2546,2020年马丽出演的电影找一个播放呢,FilmTele-Play
2547,主演赵薇听歌周迅听歌孙俪听歌陈坤听歌甄子丹等人纷纷现身,FilmTele-Play
2548,帮我让空调切换到循环送风模式吧,HomeAppliance-Control
2549,可惜这辉煌的时代早已成为昨天,Weather-Query
2550,今天夜间有几级风啊,Weather-Query
2551,提醒我18号晚上7点去看话剧,Alarm-Update
2552,云南少儿是不是正在播着宝贝爱动画帮我看下,TVProgram-Play
2553,随机来一首张杰的歌曲吧,Music-Play
2554,查看昨天9点广西卫视播放的是什么节目,TVProgram-Play
2555,能来一个香港电影追龙吧,FilmTele-Play
2556,都末日了还上什么班儿,Other
2557,我想知道昨天应该是什么节日,Calendar-Query
2558,我想再看一遍零点播放的嗨我的新家,Video-Play
2559,给我找一下今年最火的轻音乐,FilmTele-Play
2560,但是二五日郑裕玲却突然出现在明报周刊的封面上宣布和吕方分手,FilmTele-Play
2561,你是在怪我知道我不好,Other
2562,我要查今天到上海的飞机票,Travel-Query
2563,查询夜间气温会大幅度降低吗,Weather-Query
2564,太冷了把空调关了吧,HomeAppliance-Control
2565,麻烦播放下心理FM,FilmTele-Play
2566,东湖新闻都是每天十二点三十五分开播吗帮我打开看下,TVProgram-Play
2567,下载贵金属属行情软件,FilmTele-Play
2568,城北片区什么地点可以办理电信固定安装业务,Other
2569,湖南卫视的拥抱幸福播完了吗帮我看下,TVProgram-Play
2570,北京飞新加坡的飞机究竟是不是是11点的啊,Travel-Query
2571,黄金屋商业服务有限公司,FilmTele-Play
2572,圣母哀悼曲凌轩企业社,FilmTele-Play
2573,因为有你我的世界才会如此完美,Other
2574,能不能帮我记一下明天下午给绝绝子打视频电话,Alarm-Update
2575,帮我打开生活，我想看下今天下午播放些什么,TVProgram-Play
2576,能给我来一个13年周星驰执导的电影给我看吗,FilmTele-Play
2577,零点已经播出的顶级赛事-围棋回看一下,Video-Play
2578,再过十分钟FM96.6的经济之声就能听了,Radio-Listen
2579,2019年8月23期的中国新说唱节目花絮帮我找一下吧,Video-Play
2580,稻香是周杰伦因汶川地震创作的吗,Music-Play
2581,我想看日本电视剧咖啡遇上香草的幕后故事帮我播放一下,Video-Play
2582,明天的合肥天气预报等会就放了帮我调好台,Weather-Query
2583,开心消消乐通关的视频播一下,Video-Play
2584,周末要去石家庄，那边天气怎么样,Weather-Query
2585,请用英语读下王维的西施咏,Music-Play
2586,查询目前在周口地区办理新势力十六元短信套餐可享受到哪些优惠,Travel-Query
2587,告诉我自驾车去丽江车少的路线,Travel-Query
2588,在我到家之前将空调打开。,HomeAppliance-Control
2589,播一下广播剧默读第一季,FilmTele-Play
2590,农业银行企业贷款利率是多少,Calendar-Query
2591,山东生活十点钟有什么节目可以看帮我看下,TVProgram-Play
2592,我想要看93年的动画片十二生肖,Video-Play
2593,快放一个安徒生的童话故事给我听,Audio-Play
2594,我不要无聊骚扰否则将起诉被我不要任何无偿服务,FilmTele-Play
2595,美国拍的科幻大片播放给我可以吗，漫威系列的,FilmTele-Play
2596,下次还不知道什么时候,Other
2597,给我收听一个频率是九二点零的天津人民广播电台滨海台,Radio-Listen
2598,我必须知道后天是个什么节,Calendar-Query
2599,查询一下农历5月初3是哪天呢,Calendar-Query
2600,放一下潘长江的小品回家过年大家吃饭时候可以听,Audio-Play
2601,我想让你把频道调到河南广播电视台的新闻频道,Radio-Listen
2602,帮我查一下后天到武汉的机票,Travel-Query
2603,前两天泰州那边真的下冰雹了么,Weather-Query
2604,昨天一五点五五分阮经天落户新浪微博发布了第一条微博,Alarm-Update
2605,我要到谷滩新区翠林路26号看下怎么走,Travel-Query
2606,帮我把中央空调切换到静眠模式好吗,HomeAppliance-Control
2607,我要看17点的英雄联盟春季赛,Video-Play
2608,你写错我叫野王鹤一九六九年九月二十五号,Alarm-Update
2609,伊能静蒲巴甲主演的电影明天是否来临日前在京举办开机发布会,FilmTele-Play
2610,昨日凌晨一时五零分华西都市报记者已进入梦乡,Video-Play
2611,给我听魔道祖师主题曲何以歌,Music-Play
2612,想看哈尔的移动城堡这部日本电影。,FilmTele-Play
2613,继续播放我的漂亮朋友第5集之后的剧集,FilmTele-Play
2614,当她听到是主持舞林大道很快就答应了,Radio-Listen
2615,职场的广播剧随便播放一个,FilmTele-Play
2616,现在赶紧告诉我星期二是农历几月几号呀,Calendar-Query
2617,我要再看一遍刘昊然演的唐人街探案三。,FilmTele-Play
2618,晨报讯记者徐迅谁是眼下最受欢迎的明星,Other
2619,明天终于可以休息一天了,Weather-Query
2620,请帮我创建一个周五晚上8点左右看王牌对王牌的闹钟。,Alarm-Update
2621,星光下的奇迹用故事巧妙联结歌曲在不同曲目中穿插文艺化的独白,Music-Play
2622,学习化妆视频给我找一下,Video-Play
2623,在回复本报记者的短信里还幽默地叮嘱冷静还是关注电影吧,Radio-Listen
2624,想看生命线了查看一下在哪个频道播出,TVProgram-Play
2625,徐子淇追仔成功继续生公公亲证是男胎图,Other
2626,我要看江苏卫视的龙鼎风云帮我回放往期视频,TVProgram-Play
2627,你能给我播放一个去年播出的电视剧铁之骨吗,FilmTele-Play
2628,是的这就是陈宝国一个看,FilmTele-Play
2629,查看查看天津去往郑州的客车哪天有票呢,Travel-Query
2630,刘兰芳讲的赵匡胤演义播放一下,Audio-Play
2631,请只将明天下午3点的那个提醒删除,Alarm-Update
2632,单曲循环英文歌曲Baby。,Music-Play
2633,什么时候是陇端节,Calendar-Query
2634,后天下午两点半去医院拿体检报告的提醒制定一下。,Alarm-Update
2635,湖南卫视的今天的鲜厨100第二季播放一下,FilmTele-Play
2636,见此短信速上QQ我把答案传给你你看完速删,Other
2637,帮我把取暖器温度再调低点吧,HomeAppliance-Control
2638,我想看一个家庭剧生活万岁,FilmTele-Play
2639,世界无烟日在农历几月几日,Calendar-Query
2640,我想听薛之谦的丑八怪。,Music-Play
2641,找几个美国动漫视频小短片来看看,Video-Play
2642,能给我播放一下三生三世枕上书的第四集吗,FilmTele-Play
2643,找一下迪丽热巴的三生三世枕上书播放吧,FilmTele-Play
2644,能不能调到音乐类的东莞音乐广播电台,Radio-Listen
2645,请马上帮我播放聊斋,FilmTele-Play
2646,播放古诗夜宿山寺给大家听,Music-Play
2647,调频到邓昆的美妆分享,Radio-Listen
2648,记一下5月12号去烫头发,Alarm-Update
2649,可以让冰箱冷藏室温度调到5度吗,HomeAppliance-Control
2650,拍戏主持唱歌全面开花样样精彩,Radio-Listen
2651,另外就是运动游泳滑雪,Music-Play
2652,江西湿度怎么样,Weather-Query
2653,马上给我新建一个备忘录4月29号去植树,Alarm-Update
2654,今年的古尔邦节是农历的什么时候举行,Calendar-Query
2655,石家庄从建华商厦到红旗大街和槐安路交叉口乘公交,Travel-Query
2656,闹钟定到明天下午3点,Alarm-Update
2657,最近一周山西会有大风出现吗,Weather-Query
2658,昨日第一七届美在花城新星大赛在广州拉开帷幕,Video-Play
2659,播一下屈原的离骚把,FilmTele-Play
2660,CCTV7国防军事频道5月20查询一下有哪些节目,TVProgram-Play
2661,你怎么知道你怎么知道,Travel-Query
2662,给小孩子讲个故事谁跑得最快,Video-Play
2663,放一下本特利.利特的惊悚小说古希腊的魔咒德语版的,Audio-Play
2664,明天沧州会下冰雹吗,Weather-Query
2665,法国巴黎现在几度,Weather-Query
2666,请你帮我把空调调高个四五度,HomeAppliance-Control
2667,播放量最多的悬疑小说可以帮我找一下吗,FilmTele-Play
2668,打发打发时间帮我播放逆流而上的你吧都市剧,FilmTele-Play
2669,5月14日的凌晨剧场打开一下,Video-Play
2670,美食每刻下午的节目播放一下,Video-Play
2671,替我设置工作日学法语的闹铃,Alarm-Update
2672,亲爱的啊以后去你家做客吃饭完要不要洗碗啊,Travel-Query
2673,周日有风吗几级风温度多少啊,Weather-Query
2674,日本动漫初恋怪兽给我找一下,Video-Play
2675,林心如演的那个电视剧继续播放一下,FilmTele-Play
2676,我想看体育赛事重播,Video-Play
2677,我记错了最后几个字是结了婚,FilmTele-Play
2678,张国柱张震交女友我来打分,FilmTele-Play
2679,播FM999犀牛电台的潮音乐,Radio-Listen
2680,社费等可以在群空间查看,Radio-Listen
2681,下个月五号是周几啊,Calendar-Query
2682,80年代射雕英雄传专辑里的歌粤语全部顺序播放,Music-Play
2683,告诉我七月十号曼彻斯特什么天气,Weather-Query
2684,设定闹钟半夜12点苹果发布会,Alarm-Update
2685,回放一下5月26上午播出的远方的家2021-53,TVProgram-Play
2686,请给我播放古诗送人,Music-Play
2687,萨噶达瓦节是农历的哪天,Calendar-Query
2688,找个在放法语歌儿的音乐电台听,Radio-Listen
2689,听了让人想哭的歌曲来一个吧,Music-Play
2690,查询广州的湿度,Weather-Query
2691,今天是大雨还是中雨,Weather-Query
2692,几月几号是小寒,Calendar-Query
2693,记者婚后是否多了责任,Other
2694,马上我就要你帮我规划一条不走高速的去哈尔滨路线,Travel-Query
2695,电饭煲调成糙米饭模式可以不可以呢,HomeAppliance-Control
2696,2021年5月23号帮我建立提醒复习考试内容,Alarm-Update
2697,找一个范冰冰在90年代之后的电视剧播放,FilmTele-Play
2698,今天的新闻联播播了吗帮我看下,TVProgram-Play
2699,给我放一个张子亚的每日热评,Music-Play
2700,成龙同名专辑内的真的，用了心播放一下吧,Music-Play
2701,下周五建立备忘录参加家长会,Alarm-Update
2702,新浪娱乐讯今春的高圆圆可谓是商业走秀场的宠儿,Video-Play
2703,能帮我找到贵阳的路吧,Travel-Query
2704,你一般什么时候有空呢,Other
2705,广播剧魔道祖师的花絮帮我播放,Audio-Play
2706,陈奕迅的歌曲中有没有英文歌呢,Music-Play
2707,欢乐喜剧人是在吉林综艺播放吗我想看下,TVProgram-Play
2708,我想看一个中国今年的电视剧啊,FilmTele-Play
2709,纯古筝弹奏版本的南山南可以听听吗,Music-Play
2710,放一个王维的山中送别,Music-Play
2711,今天北京的降水量能不能测出来,Weather-Query
2712,能不能来一个频率是一零三点九的北京人民广播电台交通台,Radio-Listen
2713,帮我看看农历正月12是3月3日还是3月4日啊,Calendar-Query
2714,他说明后十二十三号两天的温度天气状况挺好的,Weather-Query
2715,放一个童话故事蜗牛和玫瑰树法语版的,Audio-Play
2716,沈阳始发的磁悬浮列车哪天有票,Travel-Query
2717,能看韩星朴信惠的电视剧吗,FilmTele-Play
2718,我有一个老婆我还想再找一个小三怎么办,Video-Play
2719,熟悉的过程熟悉的描述与熟悉的一切,Music-Play
2720,请给我放一下郭麒麟岳云鹏的相声三大才子来听,Audio-Play
2721,剧种也融到现代社会的人事物中去发展他不接受你愣给这不强迫吗,Other
2722,上海交通广播的大家帮给我放一下,Radio-Listen
2723,来一首西班牙情歌给我吧,Music-Play
2724,一九岁的孩子朝气蓬勃的年纪发生这样的事令人难以置信,Other
2725,我想看看3月26日是农历几月几日,Calendar-Query
2726,美丽新风尚今晚21点44分还是在安徽经济生活播出吗帮我看下,TVProgram-Play
2727,舌尖上的中国二电视上又在播了我想看下,TVProgram-Play
2728,是否可以播放一下杨紫的现代剧给我看啊,FilmTele-Play
2729,让电视机关机,HomeAppliance-Control
2730,欢快的歌曲播放一个吧,Music-Play
2731,放一首李白的送友人英文版听,Music-Play
2732,能不能播放一下西游记的第二集,FilmTele-Play
2733,我需要你立刻播放2021年乘风破浪的姐姐里面出现的歌,Music-Play
2734,香港版的电视剧花木兰的拍摄花絮播放出来,Video-Play
2735,我想听岳云鹏和孙悦的对口相声,Audio-Play
2736,能不能设两个闹钟，一个是早上八点半，一个是晚上八点半,Alarm-Update
2737,曾承认老婆怀孕李亚鹏现封口,FilmTele-Play
2738,给我放李绅的悯农,Music-Play
2739,多喝水水对保持柔美的肌肤尤为重要,Music-Play
2740,好像有哪个台演电影呢陆小凤传奇快观看一下,FilmTele-Play
2741,告诉我如何开车去北京太庙啊,Travel-Query
2742,新浪娱乐讯一零日早晨涉毒被捕的酒井法子被送交东京地方检察厅,FilmTele-Play
2743,在中国一线女明星中这个最具性价比的桂冠又花落谁家呢,FilmTele-Play
2744,给你打电话怎么不接啊,Other
2745,我说给调到FM105点2我要听路文文的节目,Radio-Listen
2746,专辑鸽子里的歌曲随机播放一个吧,Music-Play
2747,播放破云广播剧的花絮,Audio-Play
2748,随便播一个都市的有声小说,Audio-Play
2749,有点冷，空调的度数可以再调高三度吗,HomeAppliance-Control
2750,空调风速放小多放点儿,HomeAppliance-Control
2751,国防军事频道有节目叫国防微视频-军歌嘹亮-青春迷彩谣看下,Video-Play
2752,查下今天夜间鸡西的平均气温,Weather-Query
2753,南阳了哎他那都快儿闷死了,Other
2754,回放5月22日的陕西新闻联播,TVProgram-Play
2755,2020年播出的宋茜和宋威龙主演的电视剧下一站是幸福播放一下可以吗,FilmTele-Play
2756,毛不易唱的电视剧金曲随机来一首,Music-Play
2757,我想看下陕西二套今早的都市快报早间版,TVProgram-Play
2758,收听音乐类的江苏人民广播电台音乐台,Radio-Listen
2759,凌晨3点喊我打王者的那个备忘录请记得帮我删除,Alarm-Update
2760,查看电影频道播的快递丘比特,FilmTele-Play
2761,你能给我瞅瞅星期几是教师节,Calendar-Query
2762,立刻找出来iPad Air的测评视频,Video-Play
2763,今年的七夕是几月几号,Calendar-Query
2764,广东的空气质量好吗,Weather-Query
2765,我们有枪战有近身肉搏还有大量的追逐和跟踪戏,FilmTele-Play
2766,古代神话剧就给我播放喜气洋洋猪八戒,FilmTele-Play
